Series_reference,Period,Data_value,UNITS
BDCQ.SF1CC3CS,2019.12,2308.395,Dollars
BDCQ.SF1CC3CS,2020.03,2405.198,Dollars
BDCQ.SF1CC3CS,2020.06,1912.507,Dollars
BDCQ.SF1CC3CS,2020.09,2365.028,Dollars
BDCQ.SF1CC3CS,2020.12,2444.302,Dollars
BDCQ.SF1CC3CS,2021.03,2491.252,Dollars
BDCQ.SF1CC3CS,2021.06,2599.037,Dollars
BDCQ.SF1CC3CT,2016.06,2195.533,Dollars
BDCQ.SF1CC3CT,2016.09,2175.865,Dollars
BDCQ.SF1CC3CT,2016.12,2163.205,Dollars
BDCQ.SF1CC3CT,2017.03,2184.782,Dollars
BDCQ.SF1CC3CT,2017.06,2203.939,Dollars
BDCQ.SF1CC3CT,2017.09,2239.126,Dollars
BDCQ.SF1CC3CT,2017.12,2314.005,Dollars
BDCQ.SF1CC3CT,2018.03,2363.663,Dollars
BDCQ.SF1CC3CT,2018.06,2377.412,Dollars
BDCQ.SF1CC3CT,2018.09,2389.706,Dollars
BDCQ.SF1CC3CT,2018.12,2374.213,Dollars
BDCQ.SF1CC3CT,2019.03,2348.528,Dollars
BDCQ.SF1CC3CT,2019.06,2353.148,Dollars
BDCQ.SF1CC3CT,2019.09,2354.797,Dollars
BDCQ.SF1CC3CT,2019.12,2359.015,Dollars
BDCQ.SF1CC3CT,2020.03,2386.708,Dollars
BDCQ.SF1CC3CT,2020.06,,Dollars
BDCQ.SF1CC3CT,2020.09,,Dollars
BDCQ.SF1CC3CT,2020.12,,Dollars
BDCQ.SF1CC3CT,2021.03,,Dollars
BDCQ.SF1CC3CT,2021.06,,Dollars
BDCQ.SF1CC4CA,2016.06,378.816,Dollars
BDCQ.SF1CC4CA,2016.09,382.97,Dollars
BDCQ.SF1CC4CA,2016.12,439.04,Dollars
BDCQ.SF1CC4CA,2017.03,339.726,Dollars
BDCQ.SF1CC4CA,2017.06,363.012,Dollars
BDCQ.SF1CC4CA,2017.09,379.748,Dollars
BDCQ.SF1CC4CA,2017.12,403.359,Dollars
BDCQ.SF1CC4CA,2018.03,345.957,Dollars
BDCQ.SF1CC4CA,2018.06,370.112,Dollars
BDCQ.SF1CC4CA,2018.09,385.258,Dollars
BDCQ.SF1CC4CA,2018.12,407.693,Dollars
BDCQ.SF1CC4CA,2019.03,345.4,Dollars
BDCQ.SF1CC4CA,2019.06,364.445,Dollars
BDCQ.SF1CC4CA,2019.09,386.209,Dollars
BDCQ.SF1CC4CA,2019.12,409.094,Dollars
BDCQ.SF1CC4CA,2020.03,327.183,Dollars
BDCQ.SF1CC4CA,2020.06,257.649,Dollars
BDCQ.SF1CC4CA,2020.09,353.746,Dollars
BDCQ.SF1CC4CA,2020.12,384.357,Dollars
BDCQ.SF1CC4CA,2021.03,315.953,Dollars
BDCQ.SF1CC4CA,2021.06,355.379,Dollars
BDCQ.SF1CC4CS,2016.06,389.943,Dollars
BDCQ.SF1CC4CS,2016.09,380.08,Dollars
BDCQ.SF1CC4CS,2016.12,400.074,Dollars
BDCQ.SF1CC4CS,2017.03,369.375,Dollars
BDCQ.SF1CC4CS,2017.06,372.795,Dollars
BDCQ.SF1CC4CS,2017.09,374.893,Dollars
BDCQ.SF1CC4CS,2017.12,368.218,Dollars
BDCQ.SF1CC4CS,2018.03,378.496,Dollars
BDCQ.SF1CC4CS,2018.06,379.208,Dollars
BDCQ.SF1CC4CS,2018.09,378.195,Dollars
BDCQ.SF1CC4CS,2018.12,373.102,Dollars
BDCQ.SF1CC4CS,2019.03,380.178,Dollars
BDCQ.SF1CC4CS,2019.06,371.856,Dollars
BDCQ.SF1CC4CS,2019.09,378.115,Dollars
BDCQ.SF1CC4CS,2019.12,374.998,Dollars
BDCQ.SF1CC4CS,2020.03,361.571,Dollars
BDCQ.SF1CC4CS,2020.06,262.155,Dollars
BDCQ.SF1CC4CS,2020.09,345.832,Dollars
BDCQ.SF1CC4CS,2020.12,352.569,Dollars
BDCQ.SF1CC4CS,2021.03,350.188,Dollars
BDCQ.SF1CC4CS,2021.06,360.756,Dollars
BDCQ.SF1CC4CT,2016.06,387.053,Dollars
BDCQ.SF1CC4CT,2016.09,383.814,Dollars
BDCQ.SF1CC4CT,2016.12,378.581,Dollars
BDCQ.SF1CC4CT,2017.03,374.586,Dollars
BDCQ.SF1CC4CT,2017.06,372.184,Dollars
BDCQ.SF1CC4CT,2017.09,371.483,Dollars
BDCQ.SF1CC4CT,2017.12,373.421,Dollars
BDCQ.SF1CC4CT,2018.03,376.109,Dollars
BDCQ.SF1CC4CT,2018.06,377.894,Dollars
BDCQ.SF1CC4CT,2018.09,378.089,Dollars
BDCQ.SF1CC4CT,2018.12,376.35,Dollars
BDCQ.SF1CC4CT,2019.03,375.779,Dollars
BDCQ.SF1CC4CT,2019.06,376.628,Dollars
BDCQ.SF1CC4CT,2019.09,375.834,Dollars
BDCQ.SF1CC4CT,2019.12,371.752,Dollars
BDCQ.SF1CC4CT,2020.03,365.797,Dollars
BDCQ.SF1CC4CT,2020.06,,Dollars
BDCQ.SF1CC4CT,2020.09,,Dollars
BDCQ.SF1CC4CT,2020.12,,Dollars
BDCQ.SF1CC4CT,2021.03,,Dollars
BDCQ.SF1CC4CT,2021.06,,Dollars
BDCQ.SF1CC5CA,2016.06,3734.807,Dollars
BDCQ.SF1CC5CA,2016.09,3957.477,Dollars
BDCQ.SF1CC5CA,2016.12,4576.421,Dollars
BDCQ.SF1CC5CA,2017.03,4505.752,Dollars
BDCQ.SF1CC5CA,2017.06,4184.357,Dollars
BDCQ.SF1CC5CA,2017.09,4205.956,Dollars
BDCQ.SF1CC5CA,2017.12,5226.248,Dollars
BDCQ.SF1CC5CA,2018.03,4827.727,Dollars
BDCQ.SF1CC5CA,2018.06,4697.729,Dollars
BDCQ.SF1CC5CA,2018.09,5088.738,Dollars
BDCQ.SF1CC5CA,2018.12,5583.698,Dollars
BDCQ.SF1CC5CA,2019.03,4657.027,Dollars
BDCQ.SF1CC5CA,2019.06,4601.594,Dollars
BDCQ.SF1CC5CA,2019.09,4587.091,Dollars
BDCQ.SF1CC5CA,2019.12,5252.434,Dollars
BDCQ.SF1CC5CA,2020.03,4501.587,Dollars
BDCQ.SF1CC5CA,2020.06,3275.733,Dollars
BDCQ.SF1CC5CA,2020.09,3978.746,Dollars
BDCQ.SF1CC5CA,2020.12,4563.174,Dollars
BDCQ.SF1CC5CA,2021.03,4245.935,Dollars
BDCQ.SF1CC5CA,2021.06,4368.417,Dollars
BDCQ.SF1CC5CS,2016.06,3894.85,Dollars
BDCQ.SF1CC5CS,2016.09,4085.779,Dollars
BDCQ.SF1CC5CS,2016.12,4156.029,Dollars
BDCQ.SF1CC5CS,2017.03,4625.05,Dollars
BDCQ.SF1CC5CS,2017.06,4385.439,Dollars
BDCQ.SF1CC5CS,2017.09,4342.712,Dollars
BDCQ.SF1CC5CS,2017.12,4737.383,Dollars
BDCQ.SF1CC5CS,2018.03,4946.208,Dollars
BDCQ.SF1CC5CS,2018.06,4929.385,Dollars
BDCQ.SF1CC5CS,2018.09,5267.367,Dollars
BDCQ.SF1CC5CS,2018.12,5059.36,Dollars
BDCQ.SF1CC5CS,2019.03,4762.703,Dollars
BDCQ.SF1CC5CS,2019.06,4824.125,Dollars
BDCQ.SF1CC5CS,2019.09,4753.686,Dollars
BDCQ.SF1CC5CS,2019.12,4766.741,Dollars
BDCQ.SF1CC5CS,2020.03,4604.501,Dollars
BDCQ.SF1CC5CS,2020.06,3419.785,Dollars
BDCQ.SF1CC5CS,2020.09,4130.829,Dollars
BDCQ.SF1CC5CS,2020.12,4146.938,Dollars
BDCQ.SF1CC5CS,2021.03,4347.099,Dollars
BDCQ.SF1CC5CS,2021.06,4544.28,Dollars
BDCQ.SF1CC5CT,2016.06,3891.892,Dollars
BDCQ.SF1CC5CT,2016.09,4038.887,Dollars
BDCQ.SF1CC5CT,2016.12,4237.332,Dollars
BDCQ.SF1CC5CT,2017.03,4404.579,Dollars
BDCQ.SF1CC5CT,2017.06,4396.116,Dollars
BDCQ.SF1CC5CT,2017.09,4415.672,Dollars
BDCQ.SF1CC5CT,2017.12,4694.543,Dollars
BDCQ.SF1CC5CT,2018.03,4900.665,Dollars
BDCQ.SF1CC5CT,2018.06,5038.148,Dollars
BDCQ.SF1CC5CT,2018.09,5167.644,Dollars
BDCQ.SF1CC5CT,2018.12,5060.139,Dollars
BDCQ.SF1CC5CT,2019.03,4831.479,Dollars
BDCQ.SF1CC5CT,2019.06,4772.337,Dollars
BDCQ.SF1CC5CT,2019.09,4788.5,Dollars
BDCQ.SF1CC5CT,2019.12,4741.369,Dollars
BDCQ.SF1CC5CT,2020.03,4602.319,Dollars
BDCQ.SF1CC5CT,2020.06,,Dollars
BDCQ.SF1CC5CT,2020.09,,Dollars
BDCQ.SF1CC5CT,2020.12,,Dollars
BDCQ.SF1CC5CT,2021.03,,Dollars
BDCQ.SF1CC5CT,2021.06,,Dollars
BDCQ.SF1CC6CA,2016.06,896.253,Dollars
BDCQ.SF1CC6CA,2016.09,916.132,Dollars
BDCQ.SF1CC6CA,2016.12,926.353,Dollars
BDCQ.SF1CC6CA,2017.03,834.766,Dollars
BDCQ.SF1CC6CA,2017.06,880.209,Dollars
BDCQ.SF1CC6CA,2017.09,933.792,Dollars
BDCQ.SF1CC6CA,2017.12,953.3,Dollars
BDCQ.SF1CC6CA,2018.03,818.395,Dollars
BDCQ.SF1CC6CA,2018.06,895.345,Dollars
BDCQ.SF1CC6CA,2018.09,956.138,Dollars
BDCQ.SF1CC6CA,2018.12,923.495,Dollars
BDCQ.SF1CC6CA,2019.03,874.952,Dollars
BDCQ.SF1CC6CA,2019.06,944.955,Dollars
BDCQ.SF1CC6CA,2019.09,955.735,Dollars
BDCQ.SF1CC6CA,2019.12,944.601,Dollars
BDCQ.SF1CC6CA,2020.03,860.444,Dollars
BDCQ.SF1CC6CA,2020.06,723.382,Dollars
BDCQ.SF1CC6CA,2020.09,1033.746,Dollars
BDCQ.SF1CC6CA,2020.12,1024.605,Dollars
BDCQ.SF1CC6CA,2021.03,961.839,Dollars
BDCQ.SF1CC6CA,2021.06,1066.475,Dollars
BDCQ.SF1CC6CS,2016.06,901.715,Dollars
BDCQ.SF1CC6CS,2016.09,890.329,Dollars
BDCQ.SF1CC6CS,2016.12,890.764,Dollars
BDCQ.SF1CC6CS,2017.03,894.764,Dollars
BDCQ.SF1CC6CS,2017.06,882.228,Dollars
BDCQ.SF1CC6CS,2017.09,904.433,Dollars
BDCQ.SF1CC6CS,2017.12,919.248,Dollars
BDCQ.SF1CC6CS,2018.03,879.933,Dollars
BDCQ.SF1CC6CS,2018.06,894.317,Dollars
BDCQ.SF1CC6CS,2018.09,924.851,Dollars
BDCQ.SF1CC6CS,2018.12,893.133,Dollars
BDCQ.SF1CC6CS,2019.03,941.437,Dollars
BDCQ.SF1CC6CS,2019.06,941.434,Dollars
BDCQ.SF1CC6CS,2019.09,923.096,Dollars
BDCQ.SF1CC6CS,2019.12,918.239,Dollars
BDCQ.SF1CC6CS,2020.03,923.407,Dollars
BDCQ.SF1CC6CS,2020.06,719.173,Dollars
BDCQ.SF1CC6CS,2020.09,999.472,Dollars
BDCQ.SF1CC6CS,2020.12,998.342,Dollars
BDCQ.SF1CC6CS,2021.03,1030.783,Dollars
BDCQ.SF1CC6CS,2021.06,1058.157,Dollars
BDCQ.SF1CC6CT,2016.06,886.13,Dollars
BDCQ.SF1CC6CT,2016.09,896.652,Dollars
BDCQ.SF1CC6CT,2016.12,891.634,Dollars
BDCQ.SF1CC6CT,2017.03,889.523,Dollars
BDCQ.SF1CC6CT,2017.06,889.087,Dollars
BDCQ.SF1CC6CT,2017.09,904.771,Dollars
BDCQ.SF1CC6CT,2017.12,907.898,Dollars
BDCQ.SF1CC6CT,2018.03,890.607,Dollars
BDCQ.SF1CC6CT,2018.06,896.429,Dollars
BDCQ.SF1CC6CT,2018.09,912.2,Dollars
BDCQ.SF1CC6CT,2018.12,919.769,Dollars
BDCQ.SF1CC6CT,2019.03,933.366,Dollars
BDCQ.SF1CC6CT,2019.06,940.41,Dollars
BDCQ.SF1CC6CT,2019.09,925.686,Dollars
BDCQ.SF1CC6CT,2019.12,917.821,Dollars
BDCQ.SF1CC6CT,2020.03,924.287,Dollars
BDCQ.SF1CC6CT,2020.06,,Dollars
BDCQ.SF1CC6CT,2020.09,,Dollars
BDCQ.SF1CC6CT,2020.12,,Dollars
BDCQ.SF1CC6CT,2021.03,,Dollars
BDCQ.SF1CC6CT,2021.06,,Dollars
BDCQ.SF1CC7CA,2016.06,2432.778,Dollars
BDCQ.SF1CC7CA,2016.09,2498.432,Dollars
BDCQ.SF1CC7CA,2016.12,2499.28,Dollars
BDCQ.SF1CC7CA,2017.03,2362.348,Dollars
BDCQ.SF1CC7CA,2017.06,2677.296,Dollars
BDCQ.SF1CC7CA,2017.09,2745.004,Dollars
BDCQ.SF1CC7CA,2017.12,2640.204,Dollars
BDCQ.SF1CC7CA,2018.03,2520.431,Dollars
BDCQ.SF1CC7CA,2018.06,2831.651,Dollars
BDCQ.SF1CC7CA,2018.09,2928.06,Dollars
BDCQ.SF1CC7CA,2018.12,2860.894,Dollars
BDCQ.SF1CC7CA,2019.03,2642.363,Dollars
BDCQ.SF1CC7CA,2019.06,2871.895,Dollars
BDCQ.SF1CC7CA,2019.09,3041.137,Dollars
BDCQ.SF1CC7CA,2019.12,2916.519,Dollars
BDCQ.SF1CC7CA,2020.03,2599.168,Dollars
BDCQ.SF1CC7CA,2020.06,2260.46,Dollars
BDCQ.SF1CC7CA,2020.09,3070.947,Dollars
BDCQ.SF1CC7CA,2020.12,2999.024,Dollars
BDCQ.SF1CC7CA,2021.03,2754.132,Dollars
BDCQ.SF1CC7CA,2021.06,3230.641,Dollars
BDCQ.SF1CC7CS,2016.06,2390.364,Dollars
BDCQ.SF1CC7CS,2016.09,2401.56,Dollars
BDCQ.SF1CC7CS,2016.12,2472.459,Dollars
BDCQ.SF1CC7CS,2017.03,2543.08,Dollars
BDCQ.SF1CC7CS,2017.06,2627.129,Dollars
BDCQ.SF1CC7CS,2017.09,2631.972,Dollars
BDCQ.SF1CC7CS,2017.12,2612.27,Dollars
BDCQ.SF1CC7CS,2018.03,2726.534,Dollars
BDCQ.SF1CC7CS,2018.06,2773.179,Dollars
BDCQ.SF1CC7CS,2018.09,2798.78,Dollars
BDCQ.SF1CC7CS,2018.12,2834.113,Dollars
BDCQ.SF1CC7CS,2019.03,2868.471,Dollars
BDCQ.SF1CC7CS,2019.06,2809.296,Dollars
BDCQ.SF1CC7CS,2019.09,2901.212,Dollars
BDCQ.SF1CC7CS,2019.12,2887.52,Dollars
BDCQ.SF1CC7CS,2020.03,2831.963,Dollars
BDCQ.SF1CC7CS,2020.06,2209.623,Dollars
BDCQ.SF1CC7CS,2020.09,2925.108,Dollars
BDCQ.SF1CC7CS,2020.12,2967.378,Dollars
BDCQ.SF1CC7CS,2021.03,3008.678,Dollars
BDCQ.SF1CC7CS,2021.06,3156.418,Dollars
BDCQ.SF1CC7CT,2016.06,2384.071,Dollars
BDCQ.SF1CC7CT,2016.09,2411.011,Dollars
BDCQ.SF1CC7CT,2016.12,2467.048,Dollars
BDCQ.SF1CC7CT,2017.03,2550.888,Dollars
BDCQ.SF1CC7CT,2017.06,2615.847,Dollars
BDCQ.SF1CC7CT,2017.09,2626.214,Dollars
BDCQ.SF1CC7CT,2017.12,2642.268,Dollars
BDCQ.SF1CC7CT,2018.03,2710.18,Dollars
BDCQ.SF1CC7CT,2018.06,2773.872,Dollars
BDCQ.SF1CC7CT,2018.09,2801.826,Dollars
BDCQ.SF1CC7CT,2018.12,2838.55,Dollars
BDCQ.SF1CC7CT,2019.03,2850.004,Dollars
BDCQ.SF1CC7CT,2019.06,2858.09,Dollars
BDCQ.SF1CC7CT,2019.09,2883.975,Dollars
BDCQ.SF1CC7CT,2019.12,2880.732,Dollars
BDCQ.SF1CC7CT,2020.03,2848.903,Dollars
BDCQ.SF1CC7CT,2020.06,,Dollars
BDCQ.SF1CC7CT,2020.09,,Dollars
BDCQ.SF1CC7CT,2020.12,,Dollars
BDCQ.SF1CC7CT,2021.03,,Dollars
BDCQ.SF1CC7CT,2021.06,,Dollars
BDCQ.SF1CC8CA,2016.06,2816.89,Dollars
BDCQ.SF1CC8CA,2016.09,2921.187,Dollars
BDCQ.SF1CC8CA,2016.12,2860.234,Dollars
BDCQ.SF1CC8CA,2017.03,2585.31,Dollars
BDCQ.SF1CC8CA,2017.06,2946.76,Dollars
BDCQ.SF1CC8CA,2017.09,3150.819,Dollars
BDCQ.SF1CC8CA,2017.12,3004.505,Dollars
BDCQ.SF1CC8CA,2018.03,2827.124,Dollars
BDCQ.SF1CC8CA,2018.06,3236.153,Dollars
BDCQ.SF1CC8CA,2018.09,3337.87,Dollars
BDCQ.SF1CC8CA,2018.12,3294.508,Dollars
BDCQ.SF1CC8CA,2019.03,2939.344,Dollars
BDCQ.SF1CC8CA,2019.06,3121.496,Dollars
BDCQ.SF1CC8CA,2019.09,3426.489,Dollars
BDCQ.SF1CC8CA,2019.12,3480.549,Dollars
BDCQ.SF1CC8CA,2020.03,3038.73,Dollars
BDCQ.SF1CC8CA,2020.06,2781.015,Dollars
BDCQ.SF1CC8CA,2020.09,3319.364,Dollars
BDCQ.SF1CC8CA,2020.12,3484.699,Dollars
BDCQ.SF1CC8CA,2021.03,3355.684,Dollars
BDCQ.SF1CC8CA,2021.06,3585.208,Dollars
BDCQ.SF1CC8CS,2016.06,2793.787,Dollars
BDCQ.SF1CC8CS,2016.09,2780.32,Dollars
BDCQ.SF1CC8CS,2016.12,2787.938,Dollars
BDCQ.SF1CC8CS,2017.03,2823.265,Dollars
BDCQ.SF1CC8CS,2017.06,2926.069,Dollars
BDCQ.SF1CC8CS,2017.09,2998.607,Dollars
BDCQ.SF1CC8CS,2017.12,2928.678,Dollars
BDCQ.SF1CC8CS,2018.03,3078.565,Dollars
BDCQ.SF1CC8CS,2018.06,3221.775,Dollars
BDCQ.SF1CC8CS,2018.09,3178.276,Dollars
BDCQ.SF1CC8CS,2018.12,3210.965,Dollars
BDCQ.SF1CC8CS,2019.03,3188.874,Dollars
BDCQ.SF1CC8CS,2019.06,3115.425,Dollars
BDCQ.SF1CC8CS,2019.09,3267.195,Dollars
BDCQ.SF1CC8CS,2019.12,3391.338,Dollars
BDCQ.SF1CC8CS,2020.03,3281.358,Dollars
BDCQ.SF1CC8CS,2020.06,2785.864,Dollars
BDCQ.SF1CC8CS,2020.09,3167.493,Dollars
BDCQ.SF1CC8CS,2020.12,3392.654,Dollars
BDCQ.SF1CC8CS,2021.03,3614.139,Dollars
BDCQ.SF1CC8CS,2021.06,3599.124,Dollars
BDCQ.SF1CC8CT,2016.06,2792.263,Dollars
BDCQ.SF1CC8CT,2016.09,2782.73,Dollars
BDCQ.SF1CC8CT,2016.12,2785.504,Dollars
BDCQ.SF1CC8CT,2017.03,2833.362,Dollars
BDCQ.SF1CC8CT,2017.06,2923.686,Dollars
BDCQ.SF1CC8CT,2017.09,2977.545,Dollars
BDCQ.SF1CC8CT,2017.12,2998.154,Dollars
BDCQ.SF1CC8CT,2018.03,3088.932,Dollars
BDCQ.SF1CC8CT,2018.06,3185.808,Dollars
BDCQ.SF1CC8CT,2018.09,3207.196,Dollars
BDCQ.SF1CC8CT,2018.12,3201.097,Dollars
BDCQ.SF1CC8CT,2019.03,3168.817,Dollars
BDCQ.SF1CC8CT,2019.06,3154.299,Dollars
BDCQ.SF1CC8CT,2019.09,3263.791,Dollars
BDCQ.SF1CC8CT,2019.12,3347.166,Dollars
BDCQ.SF1CC8CT,2020.03,3324.052,Dollars
BDCQ.SF1CC8CT,2020.06,,Dollars
BDCQ.SF1CC8CT,2020.09,,Dollars
BDCQ.SF1CC8CT,2020.12,,Dollars
BDCQ.SF1CC8CT,2021.03,,Dollars
BDCQ.SF1CC8CT,2021.06,,Dollars
BDCQ.SF1CC9CA,2016.06,475.38,Dollars
BDCQ.SF1CC9CA,2016.09,510.192,Dollars
BDCQ.SF1CC9CA,2016.12,553.505,Dollars
BDCQ.SF1CC9CA,2017.03,463.208,Dollars
BDCQ.SF1CC9CA,2017.06,456.87,Dollars
BDCQ.SF1CC9CA,2017.09,480.246,Dollars
BDCQ.SF1CC9CA,2017.12,527.893,Dollars
BDCQ.SF1CC9CA,2018.03,465.71,Dollars
BDCQ.SF1CC9CA,2018.06,487.025,Dollars
BDCQ.SF1CC9CA,2018.09,493.295,Dollars
BDCQ.SF1CC9CA,2018.12,573.572,Dollars
BDCQ.SF1CC9CA,2019.03,489.24,Dollars
BDCQ.SF1CC9CA,2019.06,506.529,Dollars
BDCQ.SF1CC9CA,2019.09,574.399,Dollars
BDCQ.SF1CC9CA,2019.12,599.842,Dollars
BDCQ.SF1CC9CA,2020.03,507.358,Dollars
BDCQ.SF1CC9CA,2020.06,422.222,Dollars
BDCQ.SF1CC9CA,2020.09,656.503,Dollars
BDCQ.SF1CC9CA,2020.12,632.455,Dollars
BDCQ.SF1CC9CA,2021.03,567.372,Dollars
BDCQ.SF1CC9CA,2021.06,627.305,Dollars
BDCQ.SF1CC9CS,2016.06,493.997,Dollars
BDCQ.SF1CC9CS,2016.09,503.073,Dollars
BDCQ.SF1CC9CS,2016.12,506.723,Dollars
BDCQ.SF1CC9CS,2017.03,497.805,Dollars
BDCQ.SF1CC9CS,2017.06,475.065,Dollars
BDCQ.SF1CC9CS,2017.09,472.504,Dollars
BDCQ.SF1CC9CS,2017.12,483.237,Dollars
BDCQ.SF1CC9CS,2018.03,501.65,Dollars
BDCQ.SF1CC9CS,2018.06,506.279,Dollars
BDCQ.SF1CC9CS,2018.09,483.822,Dollars
BDCQ.SF1CC9CS,2018.12,526.151,Dollars
BDCQ.SF1CC9CS,2019.03,528.435,Dollars
BDCQ.SF1CC9CS,2019.06,524.736,Dollars
BDCQ.SF1CC9CS,2019.09,562.637,Dollars
BDCQ.SF1CC9CS,2019.12,551.601,Dollars
BDCQ.SF1CC9CS,2020.03,548.955,Dollars
BDCQ.SF1CC9CS,2020.06,436.22,Dollars
BDCQ.SF1CC9CS,2020.09,641.923,Dollars
BDCQ.SF1CC9CS,2020.12,582.991,Dollars
BDCQ.SF1CC9CS,2021.03,615.295,Dollars
BDCQ.SF1CC9CS,2021.06,646.05,Dollars
BDCQ.SF1CC9CT,2016.06,488.16,Dollars
BDCQ.SF1CC9CT,2016.09,505.045,Dollars
BDCQ.SF1CC9CT,2016.12,506.291,Dollars
BDCQ.SF1CC9CT,2017.03,495.217,Dollars
BDCQ.SF1CC9CT,2017.06,478.067,Dollars
BDCQ.SF1CC9CT,2017.09,472.41,Dollars
BDCQ.SF1CC9CT,2017.12,484.401,Dollars
BDCQ.SF1CC9CT,2018.03,499.531,Dollars
BDCQ.SF1CC9CT,2018.06,504.636,Dollars
BDCQ.SF1CC9CT,2018.09,509.846,Dollars
BDCQ.SF1CC9CT,2018.12,521.669,Dollars
BDCQ.SF1CC9CT,2019.03,527.593,Dollars
BDCQ.SF1CC9CT,2019.06,536.783,Dollars
BDCQ.SF1CC9CT,2019.09,551.586,Dollars
BDCQ.SF1CC9CT,2019.12,553.831,Dollars
BDCQ.SF1CC9CT,2020.03,551.753,Dollars
BDCQ.SF1CC9CT,2020.06,,Dollars
BDCQ.SF1CC9CT,2020.09,,Dollars
BDCQ.SF1CC9CT,2020.12,,Dollars
BDCQ.SF1CC9CT,2021.03,,Dollars
BDCQ.SF1CC9CT,2021.06,,Dollars
BDCQ.SF1CCCA,2016.06,24193.497,Dollars
BDCQ.SF1CCCA,2016.09,23091.046,Dollars
BDCQ.SF1CCCA,2016.12,26711.908,Dollars
BDCQ.SF1CCCA,2017.03,25530.882,Dollars
BDCQ.SF1CCCA,2017.06,26453.877,Dollars
BDCQ.SF1CCCA,2017.09,25116.09,Dollars
BDCQ.SF1CCCA,2017.12,29414.524,Dollars
BDCQ.SF1CCCA,2018.03,27310.22,Dollars
BDCQ.SF1CCCA,2018.06,28060.813,Dollars
BDCQ.SF1CCCA,2018.09,26813.586,Dollars
BDCQ.SF1CCCA,2018.12,30445.376,Dollars
BDCQ.SF1CCCA,2019.03,28355.678,Dollars
BDCQ.SF1CCCA,2019.06,28425.172,Dollars
BDCQ.SF1CCCA,2019.09,27075.579,Dollars
BDCQ.SF1CCCA,2019.12,31667.45,Dollars
BDCQ.SF1CCCA,2020.03,29140.973,Dollars
BDCQ.SF1CCCA,2020.06,25712.811,Dollars
BDCQ.SF1CCCA,2020.09,26755.684,Dollars
BDCQ.SF1CCCA,2020.12,30556.382,Dollars
BDCQ.SF1CCCA,2021.03,29117.925,Dollars
BDCQ.SF1CCCA,2021.06,30691.798,Dollars
BDCQ.SF1CCCS,2016.06,24324.597,Dollars
BDCQ.SF1CCCS,2016.09,24560.296,Dollars
BDCQ.SF1CCCS,2016.12,24928.107,Dollars
BDCQ.SF1CCCS,2017.03,25744.695,Dollars
BDCQ.SF1CCCS,2017.06,26529.401,Dollars
BDCQ.SF1CCCS,2017.09,26738.193,Dollars
BDCQ.SF1CCCS,2017.12,27426.35,Dollars
BDCQ.SF1CCCS,2018.03,27578.053,Dollars
BDCQ.SF1CCCS,2018.06,28102.509,Dollars
BDCQ.SF1CCCS,2018.09,28555.117,Dollars
BDCQ.SF1CCCS,2018.12,28418.075,Dollars
BDCQ.SF1CCCS,2019.03,28616.547,Dollars
BDCQ.SF1CCCS,2019.06,28438.138,Dollars
BDCQ.SF1CCCS,2019.09,28845.688,Dollars
BDCQ.SF1CCCS,2019.12,29587.357,Dollars
BDCQ.SF1CCCS,2020.03,29423.025,Dollars
BDCQ.SF1CCCS,2020.06,25672.096,Dollars
BDCQ.SF1CCCS,2020.09,28488.703,Dollars
BDCQ.SF1CCCS,2020.12,28621.824,Dollars
BDCQ.SF1CCCS,2021.03,29404.578,Dollars
BDCQ.SF1CCCS,2021.06,30565.353,Dollars
BDCQ.SF1CCCT,2016.06,24295.746,Dollars
BDCQ.SF1CCCT,2016.09,24538.816,Dollars
BDCQ.SF1CCCT,2016.12,24986.652,Dollars
BDCQ.SF1CCCT,2017.03,25749.348,Dollars
BDCQ.SF1CCCT,2017.06,26411.969,Dollars
BDCQ.SF1CCCT,2017.09,26890.266,Dollars
BDCQ.SF1CCCT,2017.12,27285.002,Dollars
BDCQ.SF1CCCT,2018.03,27677.458,Dollars
BDCQ.SF1CCCT,2018.06,28107.884,Dollars
BDCQ.SF1CCCT,2018.09,28449.165,Dollars
BDCQ.SF1CCCT,2018.12,28538.315,Dollars
BDCQ.SF1CCCT,2019.03,28493.54,Dollars
BDCQ.SF1CCCT,2019.06,28527.328,Dollars
BDCQ.SF1CCCT,2019.09,28918.255,Dollars
BDCQ.SF1CCCT,2019.12,29446.963,Dollars
BDCQ.SF1CCCT,2020.03,29448.025,Dollars
BDCQ.SF1CCCT,2020.06,,Dollars
BDCQ.SF1CCCT,2020.09,,Dollars
BDCQ.SF1CCCT,2020.12,,Dollars
BDCQ.SF1CCCT,2021.03,,Dollars
BDCQ.SF1CCCT,2021.06,,Dollars
BDCQ.SF1DD1CA,2016.06,4293.55,Dollars
BDCQ.SF1DD1CA,2016.09,4501.018,Dollars
BDCQ.SF1DD1CA,2016.12,4006.961,Dollars
BDCQ.SF1DD1CA,2017.03,3959.543,Dollars
BDCQ.SF1DD1CA,2017.06,4455.531,Dollars
BDCQ.SF1DD1CA,2017.09,5288.065,Dollars
BDCQ.SF1DD1CA,2017.12,4495.831,Dollars
BDCQ.SF1DD1CA,2018.03,4601.996,Dollars
BDCQ.SF1DD1CA,2018.06,4587.347,Dollars
BDCQ.SF1DD1CA,2018.09,5165.815,Dollars
